,Borough,Address,Latitude,Longitude
1614,BX,2777 POND PLACE,40.8671355,-73.8889024
1615,BX,1940 LURTING AVENUE,40.8523573,-73.8560006
1616,BX,1909 NARRAGANSETT AVENUE,40.8539637,-73.850105
1617,BX,1940 O'BRIEN AVENUE,40.8113659,-73.8545215
1618,BX,4166 LACONIA AVENUE,40.8887119,-73.8461315
1619,BX,983 EAST 181 STREET,40.8443855,-73.8788059
1620,BX,2156 CLINTON AVENUE,40.849037,-73.8861458
1621,BX,1080 ADEE AVENUE,40.8692651,-73.8563292
1622,BX,3112 EDSON AVENUE,40.8743264,-73.8357979
1623,BX,931 HOLLYWOOD AVENUE,40.8318858,-73.823349
1624,BX,1264 HOLLYWOOD AVENUE,40.8382363,-73.8264654
1625,BX,820 EAST 168 STREET,40.8284878,-73.8983401
1626,BX,1167 THROGMORTON AVENUE,40.8365806,-73.8224331
1627,BX,1049 WESTCHESTER AVENUE,40.8246289,-73.8925757
1628,BX, PALISADE AVENUE,40.8993661,-73.9181267
1629,BX,4037 EAST TREMONT AVENUE,40.819588,-73.8171638
1630,BX,350 BRINSMADE AVENUE,40.818731,-73.8219641
1631,BX,501 EAST FORDHAM ROAD,40.8601653,-73.8874246
1632,BX,3373 3 AVENUE,40.8276556,-73.9075808
1633,BX,2312 HUGHES AVENUE,40.8532844,-73.8875122
1634,BX, CLARENCE AVENUE,40.8315631,-73.8170731
1635,BX,1919 PAULDING AVENUE,40.8508333,-73.8576594
1636,BX,2030 LAFONTAINE AVENUE,40.848168,-73.8930401
1637,BX,610 EAST 187 STREET,40.8551259,-73.8873138
1638,BX,1793 LACOMBE AVENUE,40.8150567,-73.8627829
1639,BX,1701 EAST 172 STREET,40.8325338,-73.8712172
1640,BX,64 JESUP PLACE,40.8420283,-73.9204814
1641,BX,760 EAST 218 STREET,40.8819321,-73.8610175
1642,BX,3616 PAULDING AVENUE,40.8772083,-73.8563193
1643,BX, WEBB AVENUE,40.8728249,-73.9005033
1644,BX,4085 ELY AVENUE,40.8918741,-73.8464171
1645,BX,4070 MURDOCK AVENUE,40.8928542,-73.8404976
1646,BX,2332 GRAND CONCOURSE,40.8582629,-73.8989019
1647,BX,3240 TIBBETT AVENUE,40.8827378,-73.9059853
1648,BX,1161 SIMPSON STREET,40.8278985,-73.893192
1649,BX,3811 CANNON PLACE,40.8827191,-73.8969336
1650,BX,1160 ELDER AVENUE,40.8279693,-73.8787383
1651,BX,3172 PARSIFAL PLACE,40.839556,-73.8225155
1652,BX,3271A BARKLEY AVENUE,40.8342403,-73.8177306
1653,BX,4431B RICHARDSON AVENUE,40.8998118,-73.8549645
1654,BX,1555 ASTOR AVENUE,40.8596365,-73.841481
1655,BX,364 EAST 146 STREET,40.814246,-73.9200378
1656,BX,3926 MULVEY AVENUE,40.8897296,-73.8282443
1657,BX,588 MORRIS AVENUE,40.8182602,-73.9220814
1658,BX,2919 PAULDING AVENUE,40.8691035,-73.858846
1659,BX,363 EAST 194 STREET,40.863824,-73.8903287
1660,BX,332 CASTLE HILL AVENUE,40.8144736,-73.8465994
1661,BX,552 ELLSWORTH AVENUE,40.825988,-73.8150071
1662,BX,157 MARINE STREET,40.8406362,-73.7832709
1663,BX,149 REVERE AVENUE,40.8145885,-73.8162888
1664,BX,3643 FENTON AVENUE,40.8801934,-73.8511488
1665,BX,3222 PEARSALL AVENUE,40.8718801,-73.8514603
1666,BX,1425 LONGFELLOW AVENUE,40.8303748,-73.8880315
1667,BX,723 EAST 226 STREET,40.8884071,-73.8589859
1668,BX,857 UNION AVENUE,40.8205459,-73.9030672
1669,BX,3030 RADCLIFF AVENUE,40.8704582,-73.8601086
1670,BX,81 FORDHAM STREET,40.847158,-73.7878942
1671,BX,571 EAST 141 STREET,40.808803,-73.9158323
1672,BX,1450 WHITE PLAINS ROAD,40.8370313,-73.8630773
1673,BX,2135 BRUCKNER BOULEVARD,40.8276082,-73.8516567
1674,BX, PALISADE AVENUE,40.9107095,-73.9068068
1675,BX,6015 INDEPENDENCE AVENUE,40.9106077,-73.9064343
1676,BX,1222 BRYANT AVENUE,40.8294752,-73.8887015
1677,BX,2318 POWELL AVENUE,40.8315024,-73.8469829
1678,BX,4187 PARK AVENUE,40.8470711,-73.9001912
1679,BX,2106 HUGHES AVENUE,40.8491588,-73.8900638
1680,BX,1864 MULFORD AVENUE,40.848843,-73.8347078
1681,BX,436 REVERE AVENUE,40.8211394,-73.8192659
1682,BX, BRONX PARK AVENUE,40.8411997,-73.874464
1683,BX,847 EAST 217 STREET,40.8809361,-73.8589547
1684,BX,2828 HARDING AVENUE,40.8153186,-73.8180426
1685,BX,2412 WESTERVELT AVENUE,40.8612698,-73.8396478
1686,BX,2879 VALENTINE AVENUE,40.8701551,-73.8893602
1687,BX,1937 PAULDING AVENUE,40.8512317,-73.857973
1688,BX,927 BURKE AVENUE,40.8715725,-73.8600231
1689,BX,1470 WESTCHESTER AVENUE,40.8281393,-73.8812673
1690,BX,3034 MICKLE AVENUE,40.8708847,-73.8418122
1691,BX,267 ROBINSON AVENUE,40.8147664,-73.8265881
1692,BX,1050 EAST 219 STREET,40.8801489,-73.8528413
1693,BX,973 EAST 178 STREET,40.841945,-73.8810584
1694,BX,2770 DECATUR AVENUE,40.866288,-73.8867454
1695,BX,1460 ROWLAND STREET,40.8387975,-73.8467529
1696,BX,1056 SHERIDAN AVENUE,40.8307598,-73.9183846
1697,BX,1125 EAST 212 STREET,40.8753826,-73.8537812
1698,BX,200 EAST 166 STREET,40.8311961,-73.9181275
1699,BX,1331 ROSEDALE AVENUE,40.8333777,-73.8699327
1700,BX,2044 WASHINGTON AVENUE,40.8502073,-73.8959791
1701,BX,1214 HARDING PARK,40.8094682,-73.8580188
1702,BX,1863 LORING PLACE SOUTH,40.8536595,-73.9152839
1703,BX,1822 EDISON AVENUE,40.8477908,-73.8321008
1704,BX,1110 COLLEGE AVENUE,40.8304962,-73.9143883
1705,BX,333 BRINSMADE AVENUE,40.8182072,-73.8222798
1706,BX,515 EAST 145 STREET,40.8122914,-73.9156906
1707,BX,379 EAST 154 STREET,40.8199446,-73.9169743
1708,BX,4557 3 AVENUE,40.8550083,-73.8906433
1709,BX,1831 LACOMBE AVENUE,40.8153564,-73.8609398
1710,BX,1035 EAST 230 STREET,40.8884021,-73.8485228
1711,BX,963 EAST 212 STREET,40.8764409,-73.8572647
1712,BX,2506 WOODHULL AVENUE,40.8630811,-73.8414656
1713,BX,2222 FENTON AVENUE,40.8591682,-73.8442658
1714,BX,1163 VIRGINIA AVENUE,40.8302627,-73.8607063
1715,BX,261 WEST 259 STREET,40.9066903,-73.8990453
1716,BX,2000 ARTHUR AVENUE,40.8472728,-73.8925175
1717,BX,405 TAYLOR AVENUE,40.8131528,-73.8612406
1718,BX,3780 BRONX BOULEVARD,40.8842019,-73.8656129
1719,BX,912 EAST 163 STREET,40.8207388,-73.897633
1720,BX,2535 WESTERVELT AVENUE,40.8637901,-73.8401407
1721,BX,900 EAST 220 STREET,40.8821463,-73.856587
1722,BX,1147 WHITE PLAINS ROAD,40.8298879,-73.8617116
1723,BX,1 PLOUGHMANS BUSH,40.8923902,-73.9121421
1724,BX,2555 COLDEN AVENUE,40.8644526,-73.8599369
1725,BX,2739 SCHURZ AVENUE,40.8141922,-73.8208238
1726,BX,2341 WESTERVELT AVENUE,40.8597391,-73.8402661
1727,BX, RHINELANDER AVENUE,40.8472842,-73.8666706
1728,BX,907 EAST 156 STREET,40.817201,-73.9009911
1729,BX,1324 EAST 223 STREET,40.879887,-73.8435952
1730,BX,1371 CASTLE HILL AVENUE,40.8357199,-73.8524481
1731,BX,2070 BRONX PARK EAST,40.8528388,-73.868456
1732,BX,2123 HONE AVENUE,40.8546314,-73.8593647
1733,BX,1933 STRANG AVENUE,40.8900841,-73.8439836
1734,BX,2551 HONE AVENUE,40.8646232,-73.8580493
1735,BX,1450 OHM AVENUE,40.8429023,-73.8210717
1736,BX,1792 LACOMBE AVENUE,40.8146366,-73.8626573
1737,BX,1120 MACE AVENUE,40.8627393,-73.855002
1738,BX,1156 THROGMORTON AVENUE,40.8363931,-73.8218879
1739,BX,2716 PAULDING AVENUE,40.8661387,-73.8583751
1740,BX,1306A FULTON AVENUE,40.8323588,-73.9027103
1741,BX,3851 BARNES AVENUE,40.8842549,-73.8593852
1742,BX,660 EAST 179 STREET,40.8469995,-73.890877
1743,BX,632 ROSEDALE AVENUE,40.8176181,-73.8656209
1744,BX,1555 VYSE AVENUE,40.8345189,-73.8876234
1745,BX,640 MEAD STREET,40.8425571,-73.8660331
1746,BX,2747 YATES AVENUE,40.8668838,-73.8550147
1747,BX,1317 NOBLE AVENUE,40.8329835,-73.8708008
1748,BX,385 EAST 184 STREET,40.8572497,-73.8954259
1749,BX,444 TIMPSON PLACE,40.8094927,-73.9061683
1750,BX,2334 DELANOY AVENUE,40.8598127,-73.8340551
1751,BX,1145 HOBART AVENUE,40.8363074,-73.8268535
1752,BX,1100 EAST TREMONT AVENUE,40.8397452,-73.8772278
1753,BX,1861 SEDGWICK AVENUE,40.8539579,-73.9180236
1754,BX,1112 TAYLOR AVENUE,40.828461,-73.8643235
1755,BX,1288 MACE AVENUE,40.8626388,-73.8493732
1756,BX,3005 RANDALL AVENUE,40.8273653,-73.8198597
1757,BX,300 EAST 201 STREET,40.8711102,-73.8837542
1758,BX,2175 LIGHT STREET,40.8881228,-73.8330767
1759,BX,3242 OLINVILLE AVENUE,40.8725973,-73.8679143
1760,BX,1055 FINDLAY AVENUE,40.8297332,-73.9144508
1761,BX,724 EAST 223 STREET,40.8859306,-73.8605571
1762,BX,1852 FOWLER AVENUE,40.8485576,-73.8595872
1763,BX,1342 PUGSLEY AVENUE,40.8347906,-73.857719
1764,BX,2253 NEWBOLD AVENUE,40.8338717,-73.8495359
1765,BX,3253 FENTON AVENUE,40.8738863,-73.8470951
1766,BX,4242 EAST TREMONT AVENUE,40.8163642,-73.8161683
1767,BX,1123 NELSON AVENUE,40.8358131,-73.9269901
1768,BX,1829 YATES AVENUE,40.8513496,-73.8513399
1769,BX,419 REVERE AVENUE,40.8206871,-73.8196321
1770,BX,2081 WASHINGTON AVENUE,40.8511708,-73.8961547
1771,BX,1124 STRATFORD AVENUE,40.8273502,-73.8747755
1772,BX,475 WEST 246 STREET,40.8938715,-73.9074851
1773,BX,1940 HOLLAND AVENUE,40.8492342,-73.8653365
1774,BX,3146 TIEMANN AVENUE,40.8735325,-73.8412165
1775,BX,6154 LIEBIG AVENUE,40.9116485,-73.9006188
1776,BX,540 COMMONWEALTH AVENUE,40.8161207,-73.8643053
1777,BX,201 BALCOM AVENUE,40.8142162,-73.8221423
1778,BX,3124 EDSON AVENUE,40.8746862,-73.8359598
1779,BX,1898 BILLINGSLEY TERRACE,40.8538578,-73.9162488
1780,BX,2811 CODDINGTON AVENUE,40.8385392,-73.8345961
1781,BX,1487 NEEDHAM AVENUE,40.8800147,-73.8487951
1782,BX,2532 BRONXWOOD AVENUE,40.8640452,-73.8612573
1783,BX,1482 BRYANT AVENUE,40.8322707,-73.8873056
1784,BX,1512 ALLERTON AVENUE,40.8648888,-73.8427592
1785,BX,631 BEACH AVENUE,40.817901,-73.8634093
1786,BX,2626 MILES AVENUE,40.8153205,-73.8263915
1787,BX,2490 WEBSTER AVENUE,40.8606004,-73.891838
1788,BX,1150 EAST 225 STREET,40.8832709,-73.8474894
1789,BX,521 WEST 239 STREET,40.8896542,-73.9092017
1790,BX,1181 FOREST AVENUE,40.8290865,-73.901949
1791,BX,2244 LAFAYETTE AVENUE,40.8232763,-73.8468862
1792,BX,700 PUGSLEY AVENUE,40.82047,-73.8543824
1793,BX,2915 SOMMER PLACE,40.8308627,-73.825603
1794,BX,777 GROTE STREET,40.8507167,-73.8833344
1795,BX,1700 BRUCKNER BOULEVARD,40.8244919,-73.8688842
1796,BX,4040 ELY AVENUE,40.890731,-73.8453962
1797,BX,203 EAST 198 STREET,40.8699665,-73.8901198
1798,BX,657 EAST 187 STREET,40.8548855,-73.8857237
1799,BX,1240 EVERGREEN AVENUE,40.8298546,-73.8810872
1800,BX,3311 DECATUR AVENUE,40.876869,-73.8736372
1801,BX,2432 THROOP AVENUE,40.8620039,-73.8508352
1802,BX,1522 STADIUM AVENUE,40.8449263,-73.8200145
1803,BX,1259 TELLER AVENUE,40.8337681,-73.9110487
1804,BX,449 TURNEUR AVENUE,40.8163922,-73.8466383
1805,BX,863 OLMSTEAD AVENUE,40.8244779,-73.8527657
1806,BX,2758 FENTON AVENUE,40.8670451,-73.8439725
1807,BX,1279 WARING AVENUE,40.8612588,-73.8498753
1808,BX,1750 DAVIDSON AVENUE,40.8481792,-73.9128222
1809,BX,1558 MCDONALD STREET,40.854955,-73.8422007
1810,BX,1890 WASHINGTON AVENUE,40.8465422,-73.898027
1811,BX,4137 WICKHAM AVENUE,40.893052,-73.8487871
1812,BX,1175 EAST 223 STREET,40.8820193,-73.8474561
1813,BX,2017 CAMP STREET,40.9012,-73.8460121
1814,BX,1037 TIFFANY STREET,40.8244996,-73.8951883
1815,BX,3536 PAULDING AVENUE,40.8756832,-73.8571217
1816,BX,1358 NOBLE AVENUE,40.8341414,-73.8704913
1817,BX,141 ALEXANDER AVENUE,40.8075483,-73.9273896
1818,BX,2752 MATTHEWS AVENUE,40.8671726,-73.8622379
1819,BX,870 EAST 147 STREET,40.8102024,-73.9047332
1820,BX,2738 TENBROECK AVENUE,40.8664635,-73.8525751
1821,BX,1224 ASTOR AVENUE,40.8595434,-73.8519867
1822,BX,2520 TIEMANN AVENUE,40.8634216,-73.837694
1823,BX,6681B BROADWAY,40.9109318,-73.8970671
1824,BX,2037 CONTINENTAL AVENUE,40.8528083,-73.8303386
1825,BX,1052 RHINELANDER AVENUE,40.8507241,-73.855921
1826,BX,4427 HILL AVENUE,40.9007873,-73.843253
1827,BX,2246 BATHGATE AVENUE,40.8535169,-73.8924423
1828,BX,321 KING AVENUE,40.8480469,-73.7846925
1829,BX,128 WEST 165 STREET,40.8341177,-73.9282351
1830,BX,2850 CLAFLIN AVENUE,40.8730353,-73.8994797
1831,BX,1036 TIFFANY STREET,40.8244661,-73.8945452
1832,BX,2265 UNIVERSITY AVENUE,40.8602738,-73.9075788
1833,BX,2059 CAESAR PLACE,40.8179609,-73.8519564
1834,BX,880 THIERIOT AVENUE,40.8232187,-73.8621048
1835,BX,1048 FOX STREET,40.8251541,-73.8936047
1836,BX,1213 WOODYCREST AVENUE,40.8373679,-73.9246321
1837,BX,802 EAST 170 STREET,40.832877,-73.8957677
1838,BX,926 EAST 232 STREET,40.8903734,-73.8510609
1839,BX,2225 HOMER AVENUE,40.8222014,-73.8476293
1840,BX,610 KING AVENUE,40.855317,-73.7888116
1841,BX,2024 HUGHES AVENUE,40.8477626,-73.890948
1842,BX,6110 RIVERDALE AVENUE,40.9102917,-73.9027446
1843,BX,4215 BOYD AVENUE,40.8940787,-73.8510924
1844,BX,64 EAST 235 STREET,40.8965681,-73.8740809
1845,BX,915 FOX STREET,40.8202389,-73.8941725
1846,BX,642 EAST 234 STREET,40.8945717,-73.8590053
1847,BX,2157 MAPES AVENUE,40.8485165,-73.8843611
1848,BX,1303 EAST 223 STREET,40.8804912,-73.8438361
1849,BX,670 OAKLAND PLACE,40.8474737,-73.8901569
1850,BX,1851 WOOD AVENUE,40.8355069,-73.8645404
1851,BX,135 EAST 235 STREET,40.8973664,-73.8712182
1852,BX,3252 FAIRMOUNT AVENUE,40.8362954,-73.8190368
1853,BX,876 EAST 223 STREET,40.8844371,-73.8558009
1854,BX,2025 PITMAN AVENUE,40.8971408,-73.8441081
1855,BX,1743 GRAND AVENUE,40.8497195,-73.9134889
1856,BX,1708 YATES AVENUE,40.8497717,-73.8494494
1857,BX,2925 PEARSALL AVENUE,40.8683376,-73.852148
1858,BX,1033 SUMMIT AVENUE,40.8342148,-73.9299009
1859,BX,2031 CRESTON AVENUE,40.8523427,-73.9055512
1860,BX,807 WILCOX AVENUE,40.831136,-73.8177644
1861,BX,1041 QUINCY AVENUE,40.8307239,-73.8300733
1862,BX,961 EAST 173 STREET,40.834819,-73.8857473
1863,BX,1921 MULINER AVENUE,40.8496586,-73.8621874
1864,BX,411 THIERIOT AVENUE,40.8134208,-73.8604453
1865,BX,1527 CROSBY AVENUE,40.8429742,-73.8305155
1866,BX,2925 MILES AVENUE,40.8195651,-73.8165533
1867,BX,711 COMMONWEALTH AVENUE,40.8192457,-73.8656176
1868,BX,288 CYPRESS AVENUE,40.8064903,-73.913657
1869,BX,3030 ROBERTS AVENUE,40.8453772,-73.829566
1870,BX,444 CALHOUN AVENUE,40.8211575,-73.8203173
1871,BX,664 EAST 213 STREET,40.879383,-73.8662229
1872,BX,3225 WILSON AVENUE,40.8725335,-73.8494015
1873,BX,931 VINCENT AVENUE,40.83316,-73.8202053
1874,BX,1722 HONE AVENUE,40.848136,-73.8537977
1875,BX,232 BETTS AVENUE,40.8112313,-73.8501254
1876,BX,1075 GERARD AVENUE,40.8326154,-73.9225127
1877,BX,3061 KINGSBRIDGE TERRACE,40.8772143,-73.9012706
1878,BX,212 MANIDA STREET,40.8051814,-73.8856718
1879,BX,1054 EAST 223 STREET,40.882894,-73.8509837
1880,BX,2550 WEBB AVENUE,40.8671619,-73.9029776
1881,BX,2420 WALLACE AVENUE,40.8618064,-73.864288
1882,BX,1720 MAYFLOWER AVENUE,40.8463142,-73.834078
1883,BX,4451 MONTICELLO AVENUE,40.9015111,-73.8426038
1884,BX,3413 JEROME AVENUE,40.8811364,-73.8835305
1885,BX,1677 WILLIAMSBRIDGE ROAD,40.8486999,-73.8505253
1886,BX, FORDHAM STREET,40.8482587,-73.7820316
1887,BX,312 EAST 240 STREET,40.9008584,-73.8671021
1888,BX,2458 LORILLARD PLACE,40.8578517,-73.8876273
1889,BX,2997 ZULETTE AVENUE,40.8424948,-73.829277
1890,BX,2521 KINGSLAND AVENUE,40.8634073,-73.8392125
1891,BX,1637 HONE AVENUE,40.8464691,-73.8531652
1892,BX,1470 LELAND AVENUE,40.8376145,-73.8642036
1893,BX,4418 RICHARDSON AVENUE,40.8992105,-73.8547778
1894,BX,4443 MATILDA AVENUE,40.9003917,-73.8555529
1895,BX, FLINT AVENUE,40.8896676,-73.8181971
1896,BX,745 EAST 222 STREET,40.8854248,-73.8599433
1897,BX, FLINT AVENUE,40.8895278,-73.818353
1898,BX,1617 GARFIELD STREET,40.8411034,-73.8668637
1899,BX,2349 ELLIS AVENUE,40.8335244,-73.8463458
1900,BX,3107 BAILEY AVENUE,40.8784614,-73.9025127
1901,BX,1323 STRATFORD AVENUE,40.8322926,-73.8765116
1902,BX,2879 EAST 197 STREET,40.8548281,-73.8320613
1903,BX,4114 DE REIMER AVENUE,40.8936751,-73.8427237
1904,BX,1681 BRUCKNER BOULEVARD,40.8250837,-73.8703572
1905,BX,1025 EAST 149 STREET,40.8080806,-73.9013081
1906,BX,1171 FOREST AVENUE,40.8288807,-73.9020361
1907,BX,1032 EAST 215 STREET,40.8776238,-73.8549876
1908,BX,1290 HOE AVENUE,40.8308051,-73.8902459
1909,BX,747 WEST 231 STREET,40.8847563,-73.9183111
1910,BX,3223 LACONIA AVENUE,40.8720203,-73.8559255
1911,BX,2926 BARKLEY AVENUE,40.8314606,-73.8253015
1912,BX,1473 HOE AVENUE,40.8327259,-73.8897259
1913,BX,1719 GARFIELD STREET,40.8428209,-73.8686999
1914,BX,2332 QUIMBY AVENUE,40.8265404,-73.8452888
1915,BX,1048 BOYNTON AVENUE,40.8254754,-73.8771963
1916,BX,1905 NEREID AVENUE,40.8989581,-73.8484951
1917,BX,2017 LURTING AVENUE,40.8535038,-73.8575633
1918,BX,414 EAST 145 STREET,40.8130789,-73.9192155
1919,BX,1008 OGDEN AVENUE,40.8330943,-73.9288975
1920,BX,902 SOUNDVIEW AVENUE,40.8232993,-73.8676834
1921,BX,3238 BRUNER AVENUE,40.8758,-73.8394971
1922,BX,3094 HATTING PLACE,40.8142158,-73.8065754
1923,BX,1980 RYER AVENUE,40.8492845,-73.9015651
1924,BX,312 EAST 141 STREET,40.8121301,-73.9245018
1925,BX,958 VAN NEST AVENUE,40.8460641,-73.8562853
1926,BX,4133 BRUNER AVENUE,40.8931084,-73.8478574
1927,BX,3009 MIDDLETOWN ROAD,40.844162,-73.8300787
1928,BX,416 EAST 137 STREET,40.8078802,-73.9228377
1929,BX,1595 MAYFLOWER AVENUE,40.8433321,-73.8350432
1930,BX,3620 MAROLLA PLACE,40.8847832,-73.835443
1931,BX,4334 WILDER AVENUE,40.8981281,-73.84348
1932,BX,1057 QUINCY AVENUE,40.8310784,-73.8303759
1933,BX,2122 DAVIDSON AVENUE,40.8556481,-73.9065189
1934,BX,643 EAST 183 STREET,40.8528509,-73.8876828
1935,BX,3000 LA SALLE AVENUE,40.8395825,-73.8291725
1936,BX,1457 OAKLEY STREET,40.8801674,-73.85014
1937,BX,1962 NARRAGANSETT AVENUE,40.8553888,-73.8505753
1938,BX,1162 MANOR AVENUE,40.8284082,-73.8759732
1939,BX,143 PRENTISS AVENUE,40.8160599,-73.8079971
1940,BX,3163 HULL AVENUE,40.8736888,-73.8770784
1941,BX,2383 WASHINGTON AVENUE,40.8574713,-73.891684
1942,BX,3244 BRONXWOOD AVENUE,40.8727181,-73.8609753
1943,BX,2669 BRIGGS AVENUE,40.86589,-73.8923645
1944,BX,3352 FISH AVENUE,40.8754098,-73.8493335
1945,BX,2001 PAULDING AVENUE,40.8523745,-73.8588056
1946,BX,1639 UNDERCLIFF AVENUE,40.8494703,-73.9220738
1947,BX,719 EAST 212 STREET,40.8785111,-73.8647095
1948,BX,734 COMMONWEALTH AVENUE,40.8200357,-73.865215
1949,BX,2220 ST RAYMOND AVENUE,40.8376484,-73.8516668
1950,BX,1736 BUSSING AVENUE,40.8933319,-73.8508988
1951,BX,804 EAST 216 STREET,40.8803429,-73.8609268
1952,BX,2571 TIEMANN AVENUE,40.864556,-73.8382335
1953,BX,2238 EASTCHESTER ROAD,40.8593168,-73.8425772
1954,BX,4182 WILDER AVENUE,40.8956922,-73.8425489
1955,BX,2825 SEDGWICK AVENUE,40.8731667,-73.9022818
1956,BX,962 VAN NEST AVENUE,40.8461352,-73.8561297
1957,BX,3102 EGER PLACE,40.8112826,-73.8038493
1958,BX,1341 GARRISON AVENUE,40.8214774,-73.8862327
1959,BX,2043 CHATTERTON AVENUE,40.827947,-73.8547057
1960,BX,2428 BOUCK AVENUE,40.8619121,-73.8499027
1961,BX,1120 EAST 221 STREET,40.8810764,-73.8505248
1962,BX,3444 CORLEAR AVENUE,40.8836554,-73.9036876
1963,BX,2182 STRANG AVENUE,40.8914095,-73.8359149
1964,BX,615 EAST 141 STREET,40.8080907,-73.9138898
1965,BX,825 LYDIG AVENUE,40.8546245,-73.8627699
1966,BX,847 MANIDA STREET,40.8177154,-73.8900579
1967,BX,3154 SCHUYLER PLACE,40.8506703,-73.8285801
1968,BX,211 NEWMAN AVENUE,40.8097301,-73.8545503
1969,BX,333 NEWMAN AVENUE,40.8125691,-73.8553534
1970,BX,3964 SETON AVENUE,40.8909718,-73.8369142
1971,BX,1716 FOWLER AVENUE,40.846313,-73.857839
1972,BX,932 NEILL AVENUE,40.8508897,-73.8611438
1973,BX,3645 OLINVILLE AVENUE,40.8811267,-73.8669318
1974,BX, KINGSLAND AVENUE,40.8794641,-73.8454477
1975,BX,1750 VAN BUREN STREET,40.842434,-73.8712016
1976,BX,2930 WILSON AVENUE,40.8686048,-73.8486692
1977,BX,1188 ZEREGA AVENUE,40.8324893,-73.8440427
1978,BX,3124 CORLEAR AVENUE,40.8808447,-73.9068415
1979,BX,1593 ASTOR AVENUE,40.8595331,-73.8401473
1980,BX, FIELDSTON ROAD,40.8960557,-73.9034852
1981,BX,25 FORDHAM STREET,40.8467199,-73.7899594
1982,BX,967 EAST 241 STREET,40.9024104,-73.8439655
1983,BX,2341 BRONXWOOD AVENUE,40.8610243,-73.8620662
1984,BX,1604 HAIGHT AVENUE,40.8466688,-73.8505226
1985,BX,3140 GRACE AVENUE,40.8746189,-73.8369218
1986,BX,917 SHERIDAN AVENUE,40.8279344,-73.9206428
1987,BX,3938 BAYCHESTER AVENUE,40.8896258,-73.8420786
1988,BX,2350 POWELL AVENUE,40.8316655,-73.8457864
1989,BX,373 RIDER AVENUE,40.8148786,-73.9260087
1990,BX,601 EAST TREMONT AVENUE,40.8464855,-73.8929922
1991,BX,3696 HARPER AVENUE,40.886745,-73.8331091
1992,BX,3204 SCHLEY AVENUE,40.8268629,-73.8145711
1993,BX,634 EAST 221 STREET,40.8855125,-73.8644457
1994,BX,2962 LAFAYETTE AVENUE,40.8303762,-73.8233133
1995,BX,1059 SIMPSON STREET,40.8249397,-73.8932364
1996,BX,2328 WATERBURY AVENUE,40.8344342,-73.8472978
1997,BX,2809 WEBB AVENUE,40.872219,-73.9012744
1998,BX,303 WEST 230 STREET,40.8798753,-73.9096671
1999,BX,EAST 235 STREET,40.896744,-73.8743374
2000,BX,1123 WARD AVENUE,40.8269219,-73.877172
2001,BX,1025 HOLLYWOOD AVENUE,40.8329769,-73.8242748
2002,BX,2504 EAST TREMONT AVENUE,40.842584,-73.8499536
2003,BX,740 ALLERTON AVENUE,40.865176,-73.8658899
2004,BX,1215 ROSEDALE AVENUE,40.8300338,-73.8691804
2005,BX,1565 THIERIOT AVENUE,40.8398044,-73.8662736
2006,BX,922 BALCOM AVENUE,40.8274757,-73.8311078
2007,BX,5929 FIELDSTON ROAD,40.9075259,-73.9004116
2008,BX,2453 QUIMBY AVENUE,40.8274149,-73.8424394
2009,BX,3434 KNOX PLACE,40.8819401,-73.8830879
2010,BX,1790 RANDALL AVENUE,40.8168028,-73.8631405
2011,BX,646 MEAD STREET,40.8427133,-73.8658449
2012,BX,3642 HARPER AVENUE,40.8853868,-73.833391
2013,BX,15 NORTH STREET,40.8600592,-73.9036061
2014,BX,3810 BARNES AVENUE,40.882954,-73.8594676
2015,BX,928 GERARD AVENUE,40.8289466,-73.9238756
2016,BX,174 MT EDEN PARKWAY,40.8425921,-73.9107478
2017,BX,1939 HONE AVENUE,40.8517112,-73.8572599
2018,BX,4667 GROSVENOR AVENUE,40.8956762,-73.9058585
2019,BX,19 FORDHAM STREET,40.8466927,-73.790086
2020,BX,1588 ASTOR AVENUE,40.8590503,-73.8403798
2021,BX,1172 FOREST AVENUE,40.8288171,-73.9014544
2022,BX,3425 TIBBETT AVENUE,40.8841424,-73.9051226
2023,BX,4071 AMUNDSON AVENUE,40.8931215,-73.8373611
2024,BX,2825 KINGSLAND AVENUE,40.8677943,-73.8399213
2025,BX,2539 MORGAN AVENUE,40.8639238,-73.8456321
2026,BX,334 LELAND AVENUE,40.8122246,-73.8586307
2027,BX,4313 ELY AVENUE,40.8964655,-73.8481717
2028,BX,1455 NEEDHAM AVENUE,40.8795356,-73.8497544
2029,BX,580 BECK STREET,40.8140434,-73.9028491
2030,BX,1979 MAPES AVENUE,40.8445318,-73.887751
2031,BX,273 EAST 169 STREET,40.8354106,-73.9125173
2032,BX,1649 HERING AVENUE,40.8489441,-73.8483777
2033,BX,1438 HARROD AVENUE,40.8352604,-73.8747173
2034,BX,42 EARLEY STREET,40.8424088,-73.7873961
2035,BX,425 HOWE AVENUE,40.8155495,-73.8486164
2036,BX,1307 CLAY AVENUE,40.8347578,-73.9095368
2037,BX,818 EAST 227 STREET,40.887863,-73.8561877
2038,BX,1339 BOYNTON AVENUE,40.8325839,-73.8794454
2039,BX,389 EAST 198 STREET,40.866474,-73.8860364
2040,BX,351 EAST 139 STREET,40.8104496,-73.9234163
2041,BX,1986 MARMION AVENUE,40.8438659,-73.886039
2042,BX,1191 MORRIS PARK AVENUE,40.8513387,-73.8493157
